2018-07-02 08:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225178080.0,,,928316736.0,308985696.0,312361440.0,306969728.0,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225178495.21116075,,,928318859.41559,308986533.6113542,312362199.4900651,306970523.86712873,,,,,,,,-501.5728454589884,,,,
2018-07-02 08:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225178700.92307693,,,928320313.6,308986929.72307694,312362584.61538464,306970880.49230766,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225178868.64048338,,,928321243.6495469,308987258.8761329,312362891.60120845,306971170.9003021,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225179101.33333334,,,928322563.1030303,308987728.58181816,312363321.6969697,306971596.8,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225179328.2882883,,,928323877.6696696,308988189.5015015,312363746.4024024,306972021.8138138,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225179556.20543808,,,928325198.8882176,308988649.7643505,312364168.41087615,306972459.021148,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225179782.77477476,,,928326500.7087088,308989107.6036036,312364584.9369369,306972890.9069069,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225180012.59574467,,,928327821.0334346,308989567.9027356,312365006.49240124,306973326.6869301,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225180241.27217126,,,928329138.1039755,308990026.764526,312365427.7675841,306973765.57798165,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225180467.2581818,,,928330445.0327272,308990481.45454544,312365843.8981818,306974195.8981818,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225180697.43283582,,,928331769.7910448,308990948.41791046,312366268.0597015,306974633.19402987,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225180923.7293233,,,928333068.9924812,308991401.02255636,312366684.2706767,306975061.4135338,,,,,,,,-501.5728454589844,,,,
2018-07-02 08:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,225181151.5076923,,,928334376.1723077,308991858.3138462,312367103.8030769,306975499.71692306,,,,,,,,-501.5728454589844,,,,
